,Read	HTSeq,HTSeq,HTSeq,HTSeq
,Actinidia32754.t1	429,576,473,317
,Actinidia32755.t1	110,129,92,50
,Actinidia32756.t1	223,320,160,153
,Actinidia32757.t2	8698,13020,8233,7618
,Actinidia32758.t1	0,0,0,0
,Actinidia32759.t1	326,420,348,264
,Actinidia32760.t1	437,493,380,561
,Actinidia32761.t1	19,23,6,19
,Actinidia32762.t1	737,1082,587,723
,Actinidia32763.t1	822,925,688,699
,Actinidia32764.t1	5212,6509,4893,4841
,Actinidia32765.t1	379,691,384,5118
,Actinidia32766.t1	234,279,164,173
,Actinidia32767.t1	52,68,48,25
,Actinidia32768.t1	4,1,1,0
,Actinidia32769.t1	47,46,46,119
,Actinidia32770.t1	8,18,18,14
,Actinidia32771.t2	10021,13018,8186,10636
,Actinidia32772.t1	23,23,14,18
,Actinidia32773.t1	797,1022,570,1445
,Actinidia32774.t1	33,42,42,20
,Actinidia32775.t1	2428,3036,1908,1299
,Actinidia32776.t1	1420,1575,1176,874
,Actinidia32777.t1	1688,2254,1592,1399
,Actinidia32778.t1	631,740,531,642
,Actinidia32779.t1	874,1266,804,495
,Actinidia32780.t1	2641,3729,2153,2377
,Actinidia32781.t1	217,303,253,184
,Actinidia32782.t1	17766,22298,13643,24069
,Actinidia32783.t1	1324,1508,1042,152
,Actinidia32784.t1	2582,3322,2248,765
,Actinidia32785.t1	350,555,364,247
,Actinidia32786.t1	1014,1408,1041,538
,Actinidia32787.t1	929,1176,829,672
,Actinidia32788.t1	345,437,273,216
,Actinidia32789.t1	1807,2609,1766,977
,Actinidia32790.t1	2026,2353,1708,974
,Actinidia32791.t1	1,4,1,0
,Actinidia32792.t1	738,879,622,971
,Actinidia32793.t1	5098,6835,4461,4507
,Actinidia32794.t1	1123,1364,1064,596
,Actinidia32795.t1	1149,1540,1026,903
,Actinidia32796.t1	4,7,5,24
,Actinidia32797.t1	0,3,0,0
,Actinidia32798.t1	0,0,0,2
,Actinidia32799.t1	0,0,0,0
,Actinidia32800.t1	0,0,0,0
,Actinidia32801.t1	4,1,3,1
,Actinidia32802.t1	894,995,704,1201
,Actinidia32803.t1	2400,3958,2977,1049
,Actinidia32804.t1	2613,3636,2666,2564
,Actinidia32805.t1	1307,2114,1366,788
,Actinidia32806.t1	3640,5028,3207,2375
,Actinidia32807.t1	1040,1342,968,686
,Actinidia32808.t1	992,1270,938,832
,Actinidia32809.t1	0,0,0,0
,Actinidia32810.t1	79,120,66,36
,Actinidia32811.t1	1,2,1,1
,Actinidia32812.t1	0,0,0,0
,Actinidia32813.t1	7,4,8,3
,Actinidia32814.t1	1897,2423,1744,1155
,Actinidia32815.t1	366,418,319,349
,Actinidia32816.t1	1736,2455,1734,1020
,Actinidia32817.t1	4272,6160,3477,2957
,Actinidia32818.t1	2,3,2,1
,Actinidia32819.t1	0,0,0,0
,Actinidia32820.t1	0,0,0,0
,Actinidia32821.t1	24,12,1,27
,Actinidia32822.t1	5536,7955,4505,10266
,Actinidia32823.t2	1626,1978,1208,1251
,Actinidia32824.t1	2171,3089,1941,2546
,Actinidia32825.t1	5,8,6,1679
,Actinidia32826.t1	2317,2726,2315,222
,Actinidia32827.t1	127,148,119,43
,Actinidia32828.t1	465,1001,705,178
,Actinidia32829.t1	479,486,321,200
,Actinidia32830.t3	371,413,257,21
,Actinidia32831.t1	890,1233,748,4640
,Actinidia32832.t1	63,52,36,246
,Actinidia32833.t1	850,1107,620,2086
,Actinidia32834.t1	2628,3581,2058,1493
,Actinidia32835.t1	1501,2202,1560,1689
,Actinidia32836.t1	509,663,387,345
,Actinidia32837.t1	167,169,109,98
,Actinidia32838.t1	316,492,347,294
,Actinidia32839.t1	1,10,19,78
,Actinidia32840.t2	1364,1752,1006,1223
,Actinidia32841.t1	7,13,5,8
,Actinidia32842.t1	40,56,57,105
,Actinidia32843.t1	25,10,30,1
,Actinidia32844.t1	0,0,0,0
,Actinidia32845.t1	0,0,0,0
,Actinidia32846.t1	0,0,0,0
,Actinidia32847.t1	48,43,51,71
,Actinidia32848.t1	31,49,31,1
,Actinidia32849.t1	98,115,85,78
,Actinidia32850.t1	0,0,3,0
,Actinidia32851.t1	33,33,22,19
,Actinidia32852.t1	6,22,23,16
,Actinidia32853.t1	146,253,144,44
,Actinidia32854.t1	68,85,83,25
,Actinidia32855.t1	0,0,0,0
,Actinidia32856.t1	26,34,27,84
,Actinidia32857.t1	326,482,339,857
,Actinidia32858.t1	49,83,75,142
,Actinidia32859.t1	617,868,536,523
,Actinidia32860.t1	157,178,101,284
,Actinidia32861.t1	1157,1381,942,1075
,Actinidia32862.t1	5913,7337,4755,831
,Actinidia32863.t1	1513,1926,1231,2604
,Actinidia32864.t1	13,41,14,56
,Actinidia32865.t1	3014,3959,2716,2515
,Actinidia32866.t1	218,287,198,34
,Actinidia32867.t1	1242,1377,1201,887
,Actinidia32868.t1	2254,3443,2288,1819
,Actinidia32869.t1	6089,8207,5253,1757
,Actinidia32870.t1	2797,3484,2443,1864
,Actinidia32871.t2	233,304,210,471
,Actinidia32872.t1	1849,2214,1460,1248
,Actinidia32873.t1	483,589,458,320
,Actinidia32874.t1	2753,3794,2384,1950
,Actinidia32875.t1	24,22,16,0
,Actinidia32876.t1	1966,2417,1730,1472
,Actinidia32877.t1	325,462,291,221
,Actinidia32878.t1	1920,2478,1633,596
,Actinidia32879.t2	1349,1715,1144,709
,Actinidia32880.t1	0,0,0,0
,Actinidia32881.t1	0,0,0,0
,Actinidia32882.t1	377,419,269,497
,Actinidia32883.t1	605,785,506,959
,Actinidia32884.t1	0,0,0,0
,Actinidia32885.t1	122,276,97,101
,Actinidia32886.t1	0,6,1,0
,Actinidia32887.t1	2,4,1,0
,Actinidia32888.t1	1,9,9,1
,Actinidia32889.t1	498,580,408,265
,Actinidia32890.t1	1569,2065,1531,1030
,Actinidia32891.t1	127,216,133,171
,Actinidia32892.t1	3381,4616,3156,2282
,Actinidia32893.t1	581,737,461,300
,Actinidia32894.t1	225,231,153,80
,Actinidia32895.t2	6263,8064,4739,4042
,Actinidia32896.t1	7,7,9,6
,Actinidia32897.t2	14350,18537,12641,13673
,Actinidia32898.t1	325,373,274,265
,Actinidia32899.t1	311,468,210,228
,Actinidia32900.t1	385,513,439,274
,Actinidia32901.t1	138,200,105,77
,Actinidia32902.t1	0,1,0,0
,Actinidia32903.t1	203,283,169,153
,Actinidia32904.t1	3048,3996,2659,1321
,Actinidia32905.t1	448,487,384,181
,Actinidia32906.t1	4962,6198,3973,3740
,Actinidia32907.t1	580,765,484,343
,Actinidia32908.t1	77,157,99,75
,Actinidia32909.t1	19,23,21,1
,Actinidia32910.t1	154,198,86,83
,Actinidia32911.t1	518,854,492,282
,Actinidia32912.t1	1286,1696,1445,837
,Actinidia32913.t1	8,14,9,7
,Actinidia32914.t1	784,1100,723,4864
,Actinidia32915.t1	31,52,24,235
,Actinidia32916.t1	212,340,184,402
,Actinidia32917.t1	88,245,122,52
,Actinidia32918.t1	0,0,0,0
,Actinidia32919.t1	1,4,6,0
,Actinidia32920.t1	417,401,387,255
,Actinidia32921.t1	163,199,161,104
,Actinidia32922.t1	30,61,35,6
,Actinidia32923.t1	203,315,247,132
,Actinidia32924.t1	350,538,361,211
,Actinidia32925.t1	4442,5715,3817,2894
,Actinidia32926.t1	3,4,5,7
,Actinidia32927.t1	121,102,82,62
,Actinidia32928.t1	2101,3322,2057,1255
,Actinidia32929.t1	8993,12984,8026,6129
,Actinidia32930.t1	3867,5675,3423,1537
,Actinidia32931.t1	5,8,1,4
,Actinidia32932.t1	0,0,0,0
,Actinidia32933.t1	0,0,0,0
,Actinidia32934.t1	2264,2981,2035,1343
,Actinidia32935.t1	0,0,0,0
,Actinidia32936.t1	659,853,541,427
,Actinidia32937.t1	662,846,498,398
,Actinidia32938.t1	1759,2185,1652,1173
,Actinidia32939.t1	206,285,230,163
,Actinidia32940.t1	2299,4042,2354,1384
,Actinidia32941.t1	681,824,576,201
,Actinidia32942.t1	809,968,569,257
,Actinidia32943.t1	290,355,281,245
,Actinidia32944.t1	1474,1793,1146,848
,Actinidia32945.t1	569,644,366,835
,Actinidia32946.t1	137,150,117,49
,Actinidia32947.t1	2730,3653,2364,1010
,Actinidia32948.t1	0,0,0,0
,Actinidia32949.t2	1605,2096,1347,1977
,Actinidia32950.t1	785,1270,689,540
,Actinidia32951.t1	125,154,99,91
,Actinidia32952.t1	5359,6255,4290,3857
,Actinidia32953.t1	1268,1846,918,773
,Actinidia32954.t1	206,282,229,210
,Actinidia32955.t1	267,372,246,238
,Actinidia32956.t1	647,681,512,424
,Actinidia32957.t1	2,0,0,2
,Actinidia32958.t1	1565,1877,1269,625
,Actinidia32959.t1	9,12,13,4
,Actinidia32960.t1	1,0,3,0
,Actinidia32961.t2	3886,5195,3416,3671
,Actinidia32962.t1	700,1132,776,711
,Actinidia32963.t1	1049,1124,661,19
,Actinidia32964.t1	6,9,6,0
,Actinidia32965.t1	1038,1583,958,1178
,Actinidia32966.t1	2410,3411,2247,1790
,Actinidia32967.t1	164,247,137,132
,Actinidia32968.t1	103,154,56,75
,Actinidia32969.t1	1222,2274,1577,1527
,Actinidia32970.t1	0,0,0,0
,Actinidia32971.t1	0,0,0,0
,Actinidia32972.t1	22,35,11,36
,Actinidia32973.t1	2,3,2,0
,Actinidia32974.t1	107111,130864,78701,121941
,Actinidia32975.t1	0,1,0,0
,Actinidia32976.t1	693,900,652,1
,Actinidia32977.t1	62,107,59,38
,Actinidia32978.t1	28,38,24,2
,Actinidia32979.t1	16998,17411,13234,1504
,Actinidia32980.t1	133,258,118,74
,Actinidia32981.t1	3,3,2,1
,Actinidia32982.t1	253,363,242,192
,Actinidia32983.t1	18,22,7,4
,Actinidia32984.t1	31,59,48,23
,Actinidia32985.t1	0,0,0,0
,Actinidia32986.t1	3,1,2,1
,Actinidia32987.t1	0,0,0,0
,Actinidia32988.t1	2,0,0,0
,Actinidia32989.t1	25,20,20,10
,Actinidia32990.t1	2307,3130,2372,3916
,Actinidia32991.t1	360,1287,638,247
,Actinidia32992.t1	196,220,181,136
,Actinidia32993.t1	770,1107,717,479
,Actinidia32994.t1	1,0,0,6
,Actinidia32995.t1	3117,4340,3060,1837
,Actinidia32996.t1	252,365,194,1936
,Actinidia32997.t1	2928,3534,2463,969
,Actinidia32998.t1	188,301,221,317
,Actinidia32999.t1	45,118,56,76
,Actinidia33000.t1	7,15,1,12
,Actinidia33001.t1	633,745,581,391
,Actinidia33002.t1	480,672,456,326
,Actinidia33003.t1	5,3,1,89
,Actinidia33004.t1	1,6,2,1
,Actinidia33005.t1	20082,27879,16826,13793
,Actinidia33006.t1	70,87,47,21
,Actinidia33007.t1	0,0,0,0
,Actinidia33008.t1	0,0,0,0
,Actinidia33009.t1	1229,1914,998,1178
,Actinidia33010.t1	802,1159,817,471
,Actinidia33011.t1	1281,1599,971,1154
,Actinidia33012.t1	419,518,398,410
,Actinidia33013.t1	83,169,129,181
,Actinidia33014.t1	0,12,12,12
,Actinidia33015.t1	1308,1627,1197,859
,Actinidia33016.t1	2515,3438,2161,2469
,Actinidia33017.t1	25,24,7,13
,Actinidia33018.t1	38,70,46,24
,Actinidia33019.t1	36392,50915,27931,16637
,Actinidia33020.t1	33,38,32,16
,Actinidia33021.t1	0,0,0,0
,Actinidia33022.t1	21,17,12,7
,Actinidia33023.t1	79,106,91,110
,Actinidia33024.t2	4408,5464,4041,2865
,Actinidia33025.t1	0,0,0,0
,Actinidia33026.t1	39,35,42,196
,Actinidia33027.t1	1359,1792,1158,649
,Actinidia33028.t1	0,0,0,0
,Actinidia33029.t1	362,401,223,206
,Actinidia33030.t1	1781,1801,1559,679
,Actinidia33031.t1	1697,1753,1230,954
,Actinidia33032.t1	5059,7297,4357,2839
,Actinidia33033.t1	1,1,0,14
,Actinidia33034.t1	100,167,75,69
,Actinidia33035.t1	137,238,135,164
,Actinidia33036.t1	77,66,54,323
,Actinidia33037.t1	21,15,12,20
,Actinidia33038.t1	351,377,325,206
,Actinidia33039.t1	951,1263,881,787
,Actinidia33040.t1	495,703,482,441
,Actinidia33041.t1	1,0,1,0
,Actinidia33042.t2	1926,2389,1566,1155
,Actinidia33043.t1	725,799,650,384
,Actinidia33044.t1	978,1269,905,563
,Actinidia33045.t1	1566,1980,1348,941
,Actinidia33046.t1	1660,2108,1530,1444
,Actinidia33047.t1	378,519,275,1018
,Actinidia33048.t1	332,433,324,625
,Actinidia33049.t1	354,619,323,350
,Actinidia33050.t1	3779,5129,3284,2737
,Actinidia33051.t1	3405,4601,2874,2138
,Actinidia33052.t1	22,14,11,4
,Actinidia33053.t1	3,2,2,0
,Actinidia33054.t1	2914,3946,2629,2270
,Actinidia33055.t1	290,429,259,103
,Actinidia33056.t1	2428,3256,2332,1760
,Actinidia33057.t1	11,8,14,3
,Actinidia33058.t1	0,0,0,0
,Actinidia33059.t1	73,162,86,56
,Actinidia33060.t1	11084,14666,9714,10853
,Actinidia33061.t1	209,303,161,180
,Actinidia33062.t1	757,1080,631,1652
,Actinidia33063.t1	3118,3926,2226,1300
,Actinidia33064.t1	23,8,13,13
,Actinidia33065.t1	1029,1406,760,343
,Actinidia33066.t1	6413,8357,5834,2617
,Actinidia33067.t1	989,1319,797,393
,Actinidia33068.t1	628,906,608,422
,Actinidia33069.t1	20,43,17,13
,Actinidia33070.t1	41,45,26,134
,Actinidia33071.t1	1526,1919,1274,1189
,Actinidia33072.t1	816,1101,668,957
,Actinidia33073.t1	49,94,64,4
,Actinidia33074.t1	70,66,48,144
,Actinidia33075.t1	188,285,204,413
,Actinidia33076.t1	57,69,84,65
,Actinidia33077.t1	448,619,401,348
,Actinidia33078.t1	145,262,117,172
,Actinidia33079.t1	4673,6069,4164,3521
,Actinidia33080.t1	309,385,258,412
,Actinidia33081.t1	22,61,34,23
,Actinidia33082.t1	432,482,381,210
,Actinidia33083.t1	1616,1936,1298,1042
,Actinidia33084.t1	173,176,116,18
,Actinidia33085.t1	5329,7073,4832,3999
,Actinidia33086.t1	769,1402,765,638
,Actinidia33087.t1	276,321,226,219
,Actinidia33088.t1	241,326,256,983
,Actinidia33089.t1	3050,4707,2768,2994
,Actinidia33090.t1	84,97,68,1372
,Actinidia33091.t1	33,32,26,35
,Actinidia33092.t1	878,1197,751,469
,Actinidia33093.t1	345,505,317,57
,Actinidia33094.t1	5545,7084,5163,4612
,Actinidia33095.t1	156,130,110,198
,Actinidia33096.t1	1,2,0,13
,Actinidia33097.t1	773,586,264,1688
,Actinidia33098.t1	0,0,0,0
,Actinidia33099.t1	1005,1204,900,863
,Actinidia33100.t1	6141,8237,5168,3477
,Actinidia33101.t1	929,1575,1202,371
,Actinidia33102.t1	1383,1927,1339,902
,Actinidia33103.t1	1569,1987,1356,1299
,Actinidia33104.t1	1,8,3,1
,Actinidia33105.t1	1128,1581,906,869
,Actinidia33106.t1	371,459,322,244
,Actinidia33107.t1	23,70,50,32
,Actinidia33108.t1	623,747,645,122
,Actinidia33109.t1	2316,2992,1834,2721
,Actinidia33110.t1	238,746,273,166
,Actinidia33111.t1	3079,3893,2733,2360
,Actinidia33112.t1	219,216,190,95
,Actinidia33113.t1	321,925,330,132
,Actinidia33114.t1	3079,4122,2823,2151
,Actinidia33115.t1	14,17,15,4
,Actinidia33116.t1	19,20,15,8
,Actinidia33117.t1	57,60,50,49
,Actinidia33118.t1	6,9,3,4
,Actinidia33119.t1	196,254,179,201
,Actinidia33120.t1	238,290,244,476
,Actinidia33121.t1	620,1992,829,2216
,Actinidia33122.t1	8696,8908,6365,4614
,Actinidia33123.t1	268,238,129,245
,Actinidia33124.t1	595,729,381,322
,Actinidia33125.t1	782,1077,690,574
,Actinidia33126.t1	5504,7348,5173,3417
,Actinidia33127.t1	7250,11496,7536,4989
,Actinidia33128.t1	418,660,428,277
,Actinidia33129.t1	390,644,324,364
,Actinidia33130.t1	1201,1684,1138,1072
,Actinidia33131.t1	2033,2675,1856,1303
,Actinidia33132.t1	12144,17415,11422,12274
,Actinidia33133.t1	2322,3051,1935,1705
,Actinidia33134.t1	539,782,515,405
,Actinidia33135.t1	16,20,14,9
,Actinidia33136.t1	1,0,0,0
,Actinidia33137.t1	49,58,36,47
,Actinidia33138.t1	17,33,18,26
,Actinidia33139.t1	0,0,0,0
,Actinidia33140.t1	76,145,96,115
,Actinidia33141.t1	5102,6895,4443,18289
,Actinidia33142.t1	250,306,256,239
,Actinidia33143.t1	2608,3547,2174,4559
,Actinidia33144.t1	116,168,98,91
,Actinidia33145.t1	1137,1439,1070,848
,Actinidia33146.t1	519,499,362,232
,Actinidia33147.t1	0,0,0,0
,Actinidia33148.t1	2,1,4,2
,Actinidia33149.t1	884,1257,802,439
,Actinidia33150.t1	1999,2756,1943,1476
,Actinidia33151.t1	22338,30479,19050,30833
,Actinidia33152.t1	304,430,269,184
,Actinidia33153.t1	1727,3048,1259,626
,Actinidia33154.t1	369,522,298,94
,Actinidia33155.t1	7009,9211,5486,2506
,Actinidia33156.t1	1998,2668,1787,755
,Actinidia33157.t1	4,3,6,0
,Actinidia33158.t1	1,2,1,0
,Actinidia33159.t1	0,0,0,0
,Actinidia33160.t1	3631,5062,3550,2051
,Actinidia33161.t1	1984,3138,1829,1335
,Actinidia33162.t1	333,412,368,232
,Actinidia33163.t1	32,36,25,3
,Actinidia33164.t1	68,61,75,105
,Actinidia33165.t1	282,331,225,187
,Actinidia33166.t1	176,221,167,115
,Actinidia33167.t1	153,173,100,175
,Actinidia33168.t1	3047,4046,2752,2148
,Actinidia33169.t1	934,2153,1112,832
,Actinidia33170.t1	1335,1991,1223,2059
,Actinidia33171.t1	0,2,0,0
,Actinidia33172.t1	68,84,61,26
,Actinidia33173.t1	1,0,0,1
,Actinidia33174.t1	215,328,257,116
,Actinidia33175.t1	68,94,71,38
,Actinidia33176.t1	425,767,433,300
,Actinidia33177.t1	3586,4440,3135,2353
,Actinidia33178.t1	771,1482,713,151
,Actinidia33179.t1	16,33,20,4
,Actinidia33180.t1	1,0,0,0
,Actinidia33181.t1	141,179,193,87
,Actinidia33182.t1	89,162,134,115
,Actinidia33183.t1	281,338,313,35
,Actinidia33184.t1	2,2,2,7
,Actinidia33185.t1	9,25,5,45
,Actinidia33186.t1	4,16,9,27
,Actinidia33187.t1	249,304,193,232
,Actinidia33188.t1	633,924,613,590
,Actinidia33189.t2	105,121,71,79
,Actinidia33190.t1	1888,2670,1695,2147
,Actinidia33191.t1	58,89,72,39
,Actinidia33192.t1	22,27,27,16
,Actinidia33193.t1	6870,10130,6216,5803
,Actinidia33194.t1	6,20,4,0
,Actinidia33195.t1	404,579,400,500
,Actinidia33196.t1	9,24,14,0
,Actinidia33197.t1	1342,1592,1146,912
,Actinidia33198.t1	2587,3366,2277,1607
,Actinidia33199.t1	4,3,2,3
,Actinidia33200.t1	34,84,44,330
,Actinidia33201.t1	31,38,47,12
,Actinidia33202.t1	3332,4102,3035,1602
,Actinidia33203.t1	227,312,117,483
,Actinidia33204.t1	0,0,0,0
,Actinidia33205.t1	0,0,0,0
,Actinidia33206.t1	38,51,25,409
,Actinidia33207.t1	3519,4412,2554,14092
,Actinidia33208.t1	2580,3487,2364,1407
,Actinidia33209.t1	2,0,0,1
,Actinidia33210.t1	0,1,0,3
,Actinidia33211.t1	1574,1703,1098,29
,Actinidia33212.t1	491,637,405,339
,Actinidia33213.t1	234,266,204,179
,Actinidia33214.t1	7,17,16,210
,Actinidia33215.t1	3925,5045,3441,2982
,Actinidia33216.t1	164,341,214,233
,Actinidia33217.t1	4,4,12,10
,Actinidia33218.t1	66,23,33,21
,Actinidia33219.t1	1979,2802,1788,1435
,Actinidia33220.t1	1852,2253,1470,1588
,Actinidia33221.t1	30,29,19,24
,Actinidia33222.t1	2307,3496,2066,656
,Actinidia33223.t1	2677,3280,2238,2081
,Actinidia33224.t1	84,142,90,105
,Actinidia33225.t1	146,310,137,144
,Actinidia33226.t1	88,159,66,91
,Actinidia33227.t1	50,100,38,62
,Actinidia33228.t1	5948,7518,5265,4576
,Actinidia33229.t1	8,23,4,4
,Actinidia33230.t1	395,560,321,509
,Actinidia33231.t1	1321,1931,1130,1845
,Actinidia33232.t1	0,0,0,0
,Actinidia33233.t1	497,600,343,155
,Actinidia33234.t1	4431,5312,3716,3039
,Actinidia33235.t1	7042,9597,6958,5118
,Actinidia33236.t1	1,15,3,5
,Actinidia33237.t1	1026,1404,874,515
,Actinidia33238.t1	426,649,417,244
,Actinidia33239.t1	2,4,1,3
,Actinidia33240.t1	855,1225,687,331
,Actinidia33241.t1	0,0,2,0
,Actinidia33242.t1	1678,2157,1587,1233
,Actinidia33243.t1	138,168,102,76
,Actinidia33244.t1	53,96,53,54
,Actinidia33245.t1	568,853,485,390
,Actinidia33246.t1	0,0,0,0
,Actinidia33247.t1	1615,2001,1362,1309
,Actinidia33248.t1	0,0,0,0
,Actinidia33249.t1	679,662,499,292
,Actinidia33250.t1	4299,5793,3672,2092
,Actinidia33251.t1	2397,4154,2112,912
,Actinidia33252.t1	1307,1724,1227,976
,Actinidia33253.t1	29,31,3,18
,Actinidia33254.t1	88,104,90,88
,Actinidia33255.t1	49,44,22,45
,Actinidia33256.t1	131,169,93,111
,Actinidia33257.t1	803,1138,747,777
,Actinidia33258.t1	0,0,3,1
,Actinidia33259.t1	1,6,3,4
,Actinidia33260.t1	70,95,74,35
,Actinidia33261.t1	942,1360,810,2298
,Actinidia33262.t1	105,90,88,41
,Actinidia33263.t1	1774,2044,1322,462
,Actinidia33264.t1	1768,2253,1635,1060
,Actinidia33265.t1	41,45,19,0
,Actinidia33266.t1	298,399,197,28
,Actinidia33267.t1	51,53,53,12
,Actinidia33268.t1	1493,1893,1208,2508
,Actinidia33269.t1	212,326,176,2235
,Actinidia33270.t1	1549,2753,1674,1061
,Actinidia33271.t1	51,63,40,16
,Actinidia33272.t1	120,125,107,53
,Actinidia33273.t1	0,0,1,0
,Actinidia33274.t1	0,0,0,0
,Actinidia33275.t1	6,6,23,4
,Actinidia33276.t1	1,1,1,0
,Actinidia33277.t1	1,0,0,0
,Actinidia33278.t1	31,35,27,18
,Actinidia33279.t1	7,16,3,8
,Actinidia33280.t1	0,0,1,1
,Actinidia33281.t1	1,0,3,1
,Actinidia33282.t1	0,0,0,0
,Actinidia33283.t1	2,32,11,6
,Actinidia33284.t1	2,7,8,1
,Actinidia33285.t1	3,8,1,5
,Actinidia33286.t1	14,21,9,8
,Actinidia33287.t1	51,79,60,42
,Actinidia33288.t1	31,16,14,24
,Actinidia33289.t1	511,732,490,438
,Actinidia33290.t3	2851,3615,2550,1990
,Actinidia33291.t1	2,0,1,1
,Actinidia33292.t1	18028,23923,15402,13565
,Actinidia33293.t1	1294,1819,994,3345
,Actinidia33294.t1	433,435,339,851
,Actinidia33295.t1	293,512,232,229
,Actinidia33296.t1	443,559,388,366
,Actinidia33297.t1	149,165,110,97
,Actinidia33298.t1	102,130,70,173
,Actinidia33299.t1	17,29,16,11
,Actinidia33300.t1	383,472,359,309
,Actinidia33301.t1	8,13,10,8
,Actinidia33302.t1	0,0,0,0
,Actinidia33303.t1	44,47,30,56
,Actinidia33304.t1	134,161,103,881
,Actinidia33305.t1	299,315,248,158
,Actinidia33306.t1	3974,5226,3009,1508
,Actinidia33307.t1	14649,19320,12884,6336
,Actinidia33308.t1	1401,1879,1395,910
,Actinidia33309.t1	1259,1481,996,893
,Actinidia33310.t1	42,49,26,47
,Actinidia33311.t2	4276,5158,3668,2062
,Actinidia33312.t1	1245,1517,764,48
,Actinidia33313.t1	159,248,121,149
,Actinidia33314.t1	148,199,145,112
,Actinidia33315.t1	84,120,70,37
,Actinidia33316.t1	1,0,0,0
,Actinidia33317.t1	0,0,0,0
,Actinidia33318.t1	292,387,247,148
,Actinidia33319.t1	0,0,0,0
,Actinidia33320.t1	0,0,0,0
,Actinidia33321.t1	0,1,0,0
,Actinidia33322.t1	0,2,0,0
,Actinidia33323.t1	20,21,11,6
,Actinidia33324.t1	0,0,0,0
,Actinidia33325.t1	67,68,43,12
,Actinidia33326.t1	0,0,0,0
,Actinidia33327.t1	0,0,1,0
,Actinidia33328.t1	167,229,174,116
,Actinidia33329.t1	1,7,11,2
,Actinidia33330.t2	1648,2238,1539,1418
,Actinidia33331.t1	0,0,0,1
,Actinidia33332.t1	0,0,0,0
,Actinidia33333.t1	68,85,49,31
,Actinidia33334.t1	0,0,0,0
,Actinidia33335.t1	0,1,0,0
,Actinidia33336.t1	46,54,34,4
,Actinidia33337.t1	0,0,0,0
,Actinidia33338.t1	1984,2365,1913,1314
,Actinidia33339.t1	66,83,71,36
,Actinidia33340.t1	36,97,55,46
,Actinidia33341.t1	0,0,2,2
,Actinidia33342.t1	1,2,2,4
,Actinidia33343.t1	0,0,0,0
,Actinidia33344.t1	0,0,0,0
,Actinidia33345.t1	1856,2242,1363,669
,Actinidia33346.t1	0,0,0,2
,Actinidia33347.t1	0,0,0,0
,Actinidia33348.t1	0,1,1,0
,Actinidia33349.t1	130,267,122,75
,Actinidia33350.t1	47,26,21,28
,Actinidia33351.t1	0,0,0,0
,Actinidia33352.t1	1546,2096,1469,834
,Actinidia33353.t1	8,10,6,18
,Actinidia33354.t1	3,4,2,9
,Actinidia33355.t1	7,27,18,23
,Actinidia33356.t1	0,0,0,0
,Actinidia33357.t1	0,1,0,16
,Actinidia33358.t1	1838,2448,1425,846
,Actinidia33359.t1	130,168,139,127
,Actinidia33360.t1	1,0,0,0
,Actinidia33361.t1	102,142,119,144
,Actinidia33362.t1	37,52,27,76
,Actinidia33363.t1	684,1075,690,1749
,Actinidia33364.t1	7330,8788,5344,5159
,Actinidia33365.t1	2,0,0,0
,Actinidia33366.t1	2458,3257,2000,2758
,Actinidia33367.t1	3,2,1,0
,Actinidia33368.t1	312,345,253,37
,Actinidia33369.t1	215,249,220,158
,Actinidia33370.t1	0,0,0,0
,Actinidia33371.t1	0,0,0,0
,Actinidia33372.t1	0,0,0,0
,Actinidia33373.t1	0,0,0,0
,Actinidia33374.t1	0,0,0,0
,Actinidia33375.t1	104,122,94,39
,Actinidia33376.t1	0,0,0,0
,Actinidia33377.t1	30,41,54,18
,Actinidia33378.t1	0,0,0,0
,Actinidia33379.t1	0,0,0,0
,Actinidia33380.t1	2,0,0,0
,Actinidia33381.t1	0,1,0,0
,Actinidia33382.t1	0,0,0,0
,Actinidia33383.t1	5,4,1,0
,Actinidia33384.t1	6,1,0,0
,Actinidia33385.t1	1692,4948,2062,1696
,Actinidia33386.t1	798,1096,637,460
,Actinidia33387.t1	460,679,389,649
,Actinidia33388.t1	76,92,61,82
,Actinidia33389.t1	238,411,221,153
,Actinidia33390.t1	0,0,0,0
,Actinidia33391.t2	1728,2242,1324,674
,Actinidia33392.t1	365,515,459,134
,Actinidia33393.t1	583,815,518,12
,Actinidia33394.t1	1361,1661,1109,961
,Actinidia33395.t1	24,31,32,86
,Actinidia33396.t1	2,2,1,2
,Actinidia33397.t1	414,463,287,383
,Actinidia33398.t1	917,1130,909,597
,Actinidia33399.t1	298,406,255,213
,Actinidia33400.t1	0,0,0,0
,Actinidia33401.t1	0,0,0,0
,Actinidia33402.t1	2,1,1,2
,Actinidia33403.t1	2,2,1,0
,Actinidia33404.t1	0,0,0,0
,Actinidia33405.t1	0,0,0,0
,Actinidia33406.t1	66,112,90,133
,Actinidia33407.t1	432,604,413,301
,Actinidia33408.t1	313,412,237,251
,Actinidia33409.t3	2970,4170,2888,1687
,Actinidia33410.t1	6,1,2,5
,Actinidia33411.t1	0,14,4,0
,Actinidia33412.t1	238,348,234,213
,Actinidia33414.t1	259,357,248,203
,Actinidia33415.t1	0,0,0,0
,Actinidia33416.t1	781,1294,756,95
,Actinidia33417.t3	5333,6861,4701,2448
