,Read	HTSeq,HTSeq,HTSeq,HTSeq
,Actinidia00646.t1	1633,2197,1444,2056
,Actinidia00647.t1	1335,1622,1314,1329
,Actinidia00648.t1	4075,6367,3599,2978
,Actinidia00649.t1	108,134,71,66
,Actinidia00650.t1	2138,2906,1832,1015
,Actinidia00651.t1	182,303,185,85
,Actinidia00652.t1	220,286,218,399
,Actinidia00653.t1	928,1023,893,381
,Actinidia00654.t1	2880,3497,2379,1926
,Actinidia00655.t1	764,2166,1155,853
,Actinidia00656.t1	2538,3001,1740,1811
,Actinidia00657.t2	138,156,127,60
,Actinidia00658.t1	467,590,345,633
,Actinidia00659.t1	4174,5882,4067,2048
,Actinidia00660.t1	33,37,50,50
,Actinidia00661.t1	384,593,327,390
,Actinidia00662.t1	4410,5751,4068,3473
,Actinidia00663.t1	105,235,139,76
,Actinidia00664.t1	354,485,310,203
,Actinidia00665.t1	10,14,7,7
,Actinidia00666.t1	1191,1506,1217,978
,Actinidia00667.t1	3534,4373,2954,1551
,Actinidia00668.t1	1202,1868,1128,693
,Actinidia00669.t1	117,221,139,96
,Actinidia00670.t1	1,1,3,0
,Actinidia00671.t1	48,112,60,66
,Actinidia00672.t1	5561,7499,4927,4159
,Actinidia00673.t1	128,205,160,92
,Actinidia00674.t1	309,444,288,222
,Actinidia00675.t1	2748,4373,2551,1452
,Actinidia00676.t1	63,110,75,106
,Actinidia00677.t1	390,576,412,326
,Actinidia00678.t1	5969,7419,5142,3440
,Actinidia00679.t1	544,742,444,327
,Actinidia00680.t1	514,664,423,399
,Actinidia00681.t1	392,393,306,266
,Actinidia00682.t1	351,462,326,159
,Actinidia00683.t1	4485,6183,4024,2920
,Actinidia00684.t1	1391,1903,1171,739
,Actinidia00685.t1	794,985,718,1097
,Actinidia00686.t1	649,969,472,231
,Actinidia00687.t1	1165,1625,1031,421
,Actinidia00688.t1	2499,3225,2200,1517
,Actinidia00689.t1	454,556,449,610
,Actinidia00690.t1	1358,1936,1193,660
,Actinidia00691.t1	0,0,0,0
,Actinidia00692.t1	85,88,66,18
,Actinidia00693.t1	524,744,451,5
,Actinidia00694.t2	4260,5173,3678,3184
,Actinidia00695.t1	3154,4768,2689,3097
,Actinidia00696.t1	18,29,17,11
,Actinidia00697.t1	79,128,82,536
,Actinidia00698.t1	328,425,344,332
,Actinidia00699.t1	14,17,17,34
,Actinidia00700.t1	47,57,33,104
,Actinidia00701.t1	601,960,585,607
,Actinidia00702.t2	1,1,0,0
,Actinidia00703.t1	2975,4057,2750,2470
,Actinidia00704.t1	1167,1765,1323,971
,Actinidia00705.t1	7472,9990,6474,6029
,Actinidia00706.t1	888,1143,784,522
,Actinidia00707.t1	262,391,262,202
,Actinidia00708.t1	1869,2854,1688,1466
,Actinidia00709.t1	1134,1438,1100,844
,Actinidia00710.t1	210,258,146,786
,Actinidia00711.t1	19,14,19,10
,Actinidia00712.t1	41,69,30,30
,Actinidia00713.t1	7,2,2,4
,Actinidia00714.t1	2250,2958,1998,673
,Actinidia00715.t1	598,844,583,44
,Actinidia00716.t1	204,294,171,104
,Actinidia00717.t3	4772,5502,3993,2320
,Actinidia00718.t1	418,589,388,764
,Actinidia00719.t1	757,1088,781,998
,Actinidia00720.t1	230,324,283,251
,Actinidia00721.t1	1125,1531,993,635
,Actinidia00722.t1	770,943,561,358
,Actinidia00723.t1	415,510,347,202
,Actinidia00724.t1	64,91,64,36
,Actinidia00725.t1	77,83,78,44
,Actinidia00726.t1	1069,1486,987,458
,Actinidia00727.t1	2291,2823,1973,1664
,Actinidia00728.t1	2799,3614,2472,2806
,Actinidia00729.t1	3299,3579,2194,1662
,Actinidia00730.t1	1,11,0,2
,Actinidia00731.t1	1743,2520,1802,1228
,Actinidia00732.t1	52,54,45,8
,Actinidia00733.t1	88,199,92,71
,Actinidia00734.t1	3,0,0,3
,Actinidia00735.t1	0,0,0,0
,Actinidia00736.t1	0,0,0,0
,Actinidia00737.t1	414,486,367,321
,Actinidia00738.t1	6728,8665,6147,3759
,Actinidia00739.t1	396,525,316,255
,Actinidia00740.t1	52,80,71,63
,Actinidia00741.t1	1392,1646,1296,652
,Actinidia00742.t1	2068,2990,2717,1190
,Actinidia00743.t1	2063,2973,2263,1067
,Actinidia00744.t1	72,93,97,78
,Actinidia00745.t1	64,69,71,43
,Actinidia00746.t1	914,1251,708,256
,Actinidia00747.t1	3059,5344,2992,1032
,Actinidia00748.t1	168,177,110,167
,Actinidia00749.t1	175,269,204,1212
,Actinidia00750.t1	1193,1738,1172,887
,Actinidia00751.t1	909,1188,798,1059
,Actinidia00752.t2	0,0,0,1
,Actinidia00753.t1	2245,2762,1835,1592
,Actinidia00754.t1	2369,2942,1863,1337
,Actinidia00755.t1	1893,2690,1637,4291
,Actinidia00756.t1	112,218,111,183
,Actinidia00757.t1	3437,4232,3133,2375
,Actinidia00758.t2	194,249,218,293
,Actinidia00759.t1	163,144,106,92
,Actinidia00760.t1	39,60,44,44
,Actinidia00761.t1	16,25,25,96
,Actinidia00762.t1	5,8,8,31
,Actinidia00763.t1	80,117,60,798
,Actinidia00764.t1	18,42,25,25
,Actinidia00765.t1	76,64,55,103
,Actinidia00766.t1	12,17,10,63
,Actinidia00767.t1	22,55,33,46
,Actinidia00768.t1	8,15,3,44
,Actinidia00769.t1	3002,4327,2634,2102
,Actinidia00770.t1	113,127,93,87
,Actinidia00771.t1	1025,1349,1018,854
,Actinidia00772.t1	4684,6377,4478,3243
,Actinidia00773.t1	3660,5075,3093,4138
,Actinidia00774.t1	3515,5227,3520,3175
,Actinidia00775.t1	376,545,379,264
,Actinidia00776.t1	2934,4094,2572,1542
,Actinidia00777.t1	182,218,154,150
,Actinidia00778.t1	4,0,0,0
,Actinidia00779.t1	2111,2161,1661,2396
,Actinidia00780.t1	514,829,535,325
,Actinidia00781.t1	4,12,7,8
,Actinidia00782.t1	0,9,0,0
,Actinidia00783.t1	0,0,0,1
,Actinidia00784.t1	4,16,5,4
,Actinidia00785.t1	1696,2448,1619,1134
,Actinidia00786.t1	50,75,57,41
,Actinidia00787.t1	99,88,96,187
,Actinidia00788.t1	2323,3071,2066,1257
,Actinidia00789.t1	1563,1940,1407,1007
,Actinidia00790.t1	4136,4056,2921,2307
,Actinidia00791.t1	320,557,319,170
,Actinidia00792.t1	342,370,359,155
,Actinidia00793.t1	134,179,120,53
,Actinidia00794.t1	282,331,204,112
,Actinidia00795.t1	1,16,11,0
,Actinidia00796.t1	6,3,1,7
,Actinidia00797.t1	2,1,0,1
,Actinidia00798.t1	0,5,1,4
,Actinidia00799.t1	0,0,0,0
,Actinidia00800.t1	0,0,4,0
,Actinidia00801.t1	16,17,6,22
,Actinidia00802.t1	255,348,170,233
,Actinidia00803.t1	62,132,109,68
,Actinidia00804.t1	1,1,0,0
,Actinidia00805.t1	0,3,0,0
,Actinidia00806.t1	806,1221,607,435
,Actinidia00807.t1	2756,3720,2360,1694
,Actinidia00808.t1	0,0,0,0
,Actinidia00809.t3	246,352,249,168
,Actinidia00810.t1	671,1052,678,414
,Actinidia00811.t1	658,861,623,397
,Actinidia00812.t1	54,84,34,22
,Actinidia00813.t1	349,494,290,321
,Actinidia00814.t3	2007,2172,1560,1968
,Actinidia00815.t1	3069,4241,2622,1780
,Actinidia00816.t1	12214,15662,10988,11237
,Actinidia00817.t1	488,747,569,137
,Actinidia00818.t1	3073,3924,2455,2428
,Actinidia00819.t1	0,0,0,0
,Actinidia00820.t1	6782,7985,6478,6654
,Actinidia00821.t1	906,1222,786,1561
,Actinidia00822.t1	0,0,0,0
,Actinidia00823.t1	5359,7189,4547,4264
,Actinidia00824.t1	121,148,74,128
,Actinidia00825.t1	545,685,521,505
,Actinidia00826.t1	95,194,92,114
,Actinidia00827.t1	899,1897,828,500
,Actinidia00828.t1	198,217,154,87
,Actinidia00829.t1	4137,5402,3928,1914
,Actinidia00830.t1	120,182,118,100
,Actinidia00831.t1	1,2,0,0
,Actinidia00832.t1	3398,4093,2812,1454
,Actinidia00833.t1	0,0,0,0
,Actinidia00834.t1	1478,2022,1597,1393
,Actinidia00835.t1	2128,2718,1786,1561
,Actinidia00836.t1	801,1017,835,737
,Actinidia00837.t1	3755,5834,3181,3022
,Actinidia00838.t1	2749,3530,2434,2040
,Actinidia00839.t1	135,207,146,140
,Actinidia00840.t1	2706,2884,2223,1250
,Actinidia00841.t1	658,906,618,367
,Actinidia00842.t1	915,1252,612,915
,Actinidia00843.t1	3883,5923,3577,3043
,Actinidia00844.t1	21,51,13,10
,Actinidia00845.t1	2315,3235,2142,1565
,Actinidia00846.t1	180,481,151,131
,Actinidia00847.t1	3798,5461,3390,2814
,Actinidia00848.t1	1314,1624,1215,2835
,Actinidia00849.t1	0,0,0,0
,Actinidia00850.t1	6703,9193,6074,5909
,Actinidia00851.t1	925,1233,834,593
,Actinidia00852.t1	0,1,0,1
,Actinidia00853.t1	890,1262,935,1188
,Actinidia00854.t1	2376,2992,2187,1490
,Actinidia00855.t1	0,4,0,0
,Actinidia00856.t1	0,1,2,2
,Actinidia00857.t1	0,0,0,0
,Actinidia00858.t1	1127,1346,1021,650
,Actinidia00859.t1	390,453,359,315
,Actinidia00860.t1	1,1,1,0
,Actinidia00861.t1	556,641,411,481
,Actinidia00862.t1	73,92,38,73
,Actinidia00863.t1	741,853,627,549
,Actinidia00864.t1	112,133,98,80
,Actinidia00865.t1	27,24,21,166
,Actinidia00866.t1	0,0,0,20
,Actinidia00867.t1	227,315,218,117
,Actinidia00868.t1	220,302,265,157
,Actinidia00869.t1	94,141,73,99
,Actinidia00870.t1	185,211,121,106
,Actinidia00871.t1	1,3,0,0
,Actinidia00872.t1	2584,3227,2118,4412
,Actinidia00873.t1	8622,11262,7002,6086
,Actinidia00874.t2	1456,1910,1228,1096
,Actinidia00875.t1	11,13,4,2
,Actinidia00876.t2	957,1276,926,330
,Actinidia00877.t2	913,1472,864,644
,Actinidia00878.t1	0,0,0,0
,Actinidia00879.t1	90,124,97,77
,Actinidia00880.t1	28,34,30,19
,Actinidia00881.t1	30,35,19,22
,Actinidia00882.t1	138,171,125,104
,Actinidia00883.t1	8113,9904,6246,5879
,Actinidia00884.t5	963,1232,827,530
,Actinidia00886.t1	1,1,0,0
,Actinidia00887.t1	8,3,3,2
,Actinidia00888.t1	205,316,157,185
,Actinidia00889.t1	0,0,0,0
,Actinidia00890.t1	1,0,0,0
,Actinidia00891.t1	1,0,2,3
,Actinidia00892.t1	1,12,0,6
,Actinidia00893.t1	0,0,0,0
,Actinidia00894.t1	0,4,1,0
,Actinidia00895.t1	42,130,71,47
,Actinidia00896.t1	28,17,9,9
,Actinidia00897.t1	461,598,432,336
,Actinidia00898.t1	0,0,0,0
,Actinidia00899.t1	22631,28635,17579,23605
,Actinidia00900.t1	2445,3894,2078,1815
,Actinidia00901.t1	4362,6106,3613,4829
,Actinidia00902.t1	98,111,100,194
,Actinidia00903.t1	1,0,1,3
,Actinidia00904.t1	418,595,380,280
,Actinidia00905.t2	69,79,49,44
,Actinidia00906.t1	310,407,378,308
,Actinidia00907.t1	343,452,322,685
,Actinidia00908.t1	18143,22774,15848,6928
,Actinidia00909.t1	7533,9857,6113,2717
,Actinidia00910.t1	131,152,86,58
,Actinidia00911.t1	80,63,62,47
,Actinidia00912.t1	11,9,15,20
,Actinidia00913.t1	310,364,348,269
,Actinidia00914.t4	1675,2037,1349,884
,Actinidia00915.t1	1274,1715,1158,1501
,Actinidia00916.t1	139,158,90,103
,Actinidia00917.t1	17,15,14,20
,Actinidia00918.t1	2093,2887,2002,1752
,Actinidia00919.t1	4588,6840,4055,3692
,Actinidia00920.t1	951,1228,929,1222
,Actinidia00921.t1	224,270,234,272
,Actinidia00922.t1	1584,2162,1513,911
,Actinidia00923.t1	0,0,0,0
,Actinidia00924.t1	1,0,1,0
,Actinidia00925.t1	218,185,169,183
,Actinidia00926.t1	49,62,37,53
,Actinidia00927.t1	863,1223,904,589
,Actinidia00928.t1	6681,9764,6373,5454
,Actinidia00929.t1	1320,2056,1391,4141
,Actinidia00930.t1	514,670,484,402
,Actinidia00931.t1	421,470,402,301
,Actinidia00932.t1	758,598,375,916
,Actinidia00933.t2	3029,4626,3039,2823
,Actinidia00934.t1	4966,6049,4232,3156
,Actinidia00935.t1	296,361,311,132
,Actinidia00936.t1	4450,6107,4185,3672
,Actinidia00937.t1	881,1077,934,478
,Actinidia00938.t1	1386,1919,1091,302
,Actinidia00939.t1	1661,2516,1618,1133
,Actinidia00940.t1	644,1024,645,608
,Actinidia00941.t1	424,590,410,319
,Actinidia00942.t2	2334,3277,2471,1531
,Actinidia00943.t1	31,31,24,9
,Actinidia00944.t1	196,268,192,68
,Actinidia00945.t1	203,293,215,140
,Actinidia00946.t1	411,410,329,297
,Actinidia00947.t2	3179,3705,2555,2639
,Actinidia00948.t1	605,955,451,186
,Actinidia00949.t1	2168,2564,1682,544
,Actinidia00950.t1	194,281,190,96
,Actinidia00951.t1	26,35,20,23
,Actinidia00952.t1	570,656,452,599
,Actinidia00953.t1	2,5,2,0
,Actinidia00954.t2	1221,1569,840,1136
,Actinidia00955.t1	40,32,13,20
,Actinidia00956.t1	155,167,89,50
,Actinidia00957.t1	3510,4705,3480,3563
,Actinidia00958.t2	1870,2095,1492,1022
,Actinidia00959.t1	274,425,220,113
,Actinidia00960.t1	59,246,100,13
,Actinidia00961.t1	613,930,583,238
,Actinidia00962.t1	696,1125,678,347
,Actinidia00963.t1	15,4,6,0
,Actinidia00964.t7	2252,2739,2056,1107
,Actinidia00965.t1	438,520,334,329
,Actinidia00966.t1	1,5,0,7
,Actinidia00967.t1	211,382,240,2143
,Actinidia00968.t1	54,71,40,127
,Actinidia00969.t2	1348,1803,1218,1211
,Actinidia00970.t1	1707,2294,1688,1351
,Actinidia00971.t1	79,111,85,65
,Actinidia00972.t1	115,348,139,228
,Actinidia00973.t1	18,62,21,10
,Actinidia00974.t1	121,146,82,0
,Actinidia00975.t1	672,921,529,535
,Actinidia00976.t1	162,252,127,195
,Actinidia00977.t1	58,52,19,50
,Actinidia00978.t1	78,64,75,48
,Actinidia00979.t1	124,157,96,92
,Actinidia00980.t1	44,71,47,26
,Actinidia00981.t1	157,285,184,103
,Actinidia00982.t1	153,252,151,208
,Actinidia00983.t1	1651,2098,1456,778
,Actinidia00984.t1	2359,3288,2131,2047
,Actinidia00985.t1	3226,4779,3055,1598
,Actinidia00986.t1	1008,1391,968,801
,Actinidia00987.t1	3432,4678,3039,1672
,Actinidia00988.t1	5,8,3,12
,Actinidia00989.t1	524,670,410,410
,Actinidia00990.t1	399,464,266,671
,Actinidia00991.t1	5657,6841,4814,6526
,Actinidia00992.t1	1896,2064,1562,1225
,Actinidia00993.t1	115,68,42,52
,Actinidia00994.t1	2356,3078,1901,1910
,Actinidia00995.t1	1024,1506,1034,821
,Actinidia00996.t1	21,11,18,9
,Actinidia00997.t1	170,245,167,187
,Actinidia00998.t1	1180,1478,964,46
,Actinidia00999.t1	677,1099,597,326
,Actinidia01000.t1	343,380,282,446
,Actinidia01001.t1	386,473,393,678
,Actinidia01002.t1	1641,2056,1381,1944
,Actinidia01003.t1	295,396,227,459
,Actinidia01004.t1	4,25,25,33
,Actinidia01005.t2	10,23,20,1
,Actinidia01006.t1	137,241,113,102
,Actinidia01007.t1	149,185,121,103
,Actinidia01008.t1	683,717,579,312
,Actinidia01009.t1	148,156,128,146
,Actinidia01010.t1	264,274,213,470
,Actinidia01011.t1	16,11,7,140
,Actinidia01012.t1	1116,1467,997,855
,Actinidia01013.t1	1360,1758,1126,1148
,Actinidia01014.t1	8543,11519,7719,6832
,Actinidia01015.t1	1757,2235,1839,1089
,Actinidia01016.t2	1178,1326,1007,1207
,Actinidia01017.t1	1680,1993,1452,786
,Actinidia01018.t1	764,935,730,2395
,Actinidia01019.t1	45,42,36,17
,Actinidia01020.t1	44,27,22,13
,Actinidia01021.t1	9134,11167,7746,7547
,Actinidia01022.t1	65,145,162,67
,Actinidia01023.t1	479,701,519,277
,Actinidia01024.t1	0,0,0,1
,Actinidia01025.t1	8,10,14,0
,Actinidia01026.t1	12,54,68,15
,Actinidia01027.t1	29,34,25,15
,Actinidia01028.t1	245,338,221,136
,Actinidia01029.t1	511,701,500,364
,Actinidia01030.t1	324,418,310,292
,Actinidia01031.t1	84,76,34,20
,Actinidia01032.t1	463,578,392,311
,Actinidia01033.t1	987,1201,845,476
,Actinidia01034.t1	3,4,4,2
,Actinidia01035.t1	2271,3350,2380,1539
,Actinidia01036.t1	128,115,93,172
,Actinidia01037.t1	884,1282,927,583
,Actinidia01038.t1	94,94,92,87
,Actinidia01039.t1	1,1,0,1
,Actinidia01040.t1	1625,2276,1506,802
,Actinidia01041.t1	0,0,0,0
,Actinidia01042.t1	41,35,31,0
,Actinidia01043.t1	0,0,0,0
,Actinidia01044.t1	14,145,22,11
,Actinidia01045.t1	2109,2645,1987,2306
,Actinidia01046.t1	0,0,0,1
,Actinidia01047.t1	1517,1754,1276,717
,Actinidia01048.t2	551,823,559,402
,Actinidia01049.t1	0,0,0,0
,Actinidia01050.t1	0,0,0,0
,Actinidia01051.t1	12,7,14,11
,Actinidia01052.t1	9,42,16,25
,Actinidia01053.t1	507,593,451,409
,Actinidia01054.t1	609,917,630,510
,Actinidia01055.t1	584,803,555,524
,Actinidia01056.t1	998,1229,920,820
,Actinidia01057.t2	2992,4096,2493,2619
,Actinidia01058.t1	1640,1974,1685,670
,Actinidia01059.t1	151,200,124,153
,Actinidia01060.t1	178,172,129,154
,Actinidia01061.t1	2455,3147,2093,1699
,Actinidia01062.t1	106,117,105,59
,Actinidia01063.t1	183,218,166,107
,Actinidia01064.t1	32,38,21,18
,Actinidia01065.t1	628,844,551,486
,Actinidia01066.t1	149,197,121,70
,Actinidia01067.t1	35,15,17,55
,Actinidia01068.t1	573,703,523,395
,Actinidia01069.t1	1076,1604,979,793
,Actinidia01070.t1	0,0,0,0
,Actinidia01071.t1	2911,3677,2524,874
,Actinidia01072.t1	0,0,0,0
,Actinidia01073.t1	8,15,11,5
,Actinidia01074.t1	28,40,13,0
,Actinidia01075.t1	3868,6302,3487,318
,Actinidia01076.t1	49,30,36,20
,Actinidia01077.t1	9806,14517,8260,3713
,Actinidia01078.t1	1878,3381,2229,1474
,Actinidia01079.t1	822,1166,935,597
,Actinidia01080.t1	757,966,655,398
,Actinidia01081.t2	9,9,8,2
,Actinidia01082.t1	39,69,15,38
,Actinidia01083.t1	22,60,21,23
,Actinidia01084.t1	300,343,256,390
,Actinidia01085.t1	48755,70615,45241,22975
,Actinidia01086.t1	655,917,658,450
,Actinidia01087.t1	2101,2679,1876,1535
,Actinidia01088.t1	1210,1794,1005,1050
,Actinidia01089.t1	88,116,63,235
,Actinidia01090.t1	536,924,533,395
,Actinidia01091.t1	23,96,30,2
,Actinidia01092.t1	1,0,0,0
,Actinidia01093.t1	9188,12312,7967,7897
,Actinidia01094.t1	3040,4325,3295,1795
,Actinidia01095.t2	2837,3798,2382,1788
,Actinidia01096.t1	306,351,357,148
,Actinidia01097.t1	186,206,152,146
,Actinidia01098.t1	0,0,0,0
,Actinidia01099.t1	0,1,1,1
,Actinidia01100.t1	0,3,1,2
,Actinidia01101.t1	109,138,100,100
,Actinidia01102.t1	0,0,0,0
,Actinidia01103.t1	0,0,0,0
,Actinidia01104.t2	471,495,378,252
,Actinidia01105.t1	14,8,12,1
,Actinidia01106.t2	2536,3204,2404,1504
,Actinidia01107.t1	1950,2516,1793,1902
,Actinidia01108.t1	1,3,0,3
,Actinidia01109.t1	1,2,0,3
,Actinidia01110.t1	187,192,158,113
,Actinidia01111.t1	135,214,183,36
,Actinidia01112.t1	2441,3654,2407,1874
,Actinidia01113.t1	375,431,381,275
,Actinidia01114.t1	137,157,109,22
,Actinidia01115.t1	144,159,111,15
,Actinidia01116.t1	340,319,203,54
,Actinidia01117.t1	626,768,490,338
,Actinidia01118.t1	156,149,150,75
,Actinidia01119.t1	79,116,82,48
,Actinidia01120.t1	23,6,5,9
,Actinidia01121.t1	7,5,1,0
,Actinidia01122.t2	18,9,4,228
,Actinidia01123.t1	30,22,11,38
,Actinidia01124.t1	15,24,6,28
,Actinidia01125.t1	240,342,246,235
,Actinidia01126.t1	3186,4579,3016,3555
,Actinidia01127.t1	1633,2081,1343,1694
,Actinidia01128.t1	1,7,2,0
,Actinidia01129.t1	1,1,6,1
,Actinidia01130.t1	3504,4561,2488,699
,Actinidia01131.t1	4,2,2,11
,Actinidia01132.t1	0,0,0,0
,Actinidia01133.t1	0,0,0,0
,Actinidia01134.t1	1,0,0,0
,Actinidia01135.t1	0,0,0,0
,Actinidia01136.t1	2,6,5,0
,Actinidia01137.t1	53,62,35,30
,Actinidia01138.t1	185,254,198,405
,Actinidia01139.t1	337,317,221,268
,Actinidia01140.t1	1,6,8,0
,Actinidia01141.t1	213,320,179,132
,Actinidia01142.t1	1242,1409,1045,465
,Actinidia01143.t1	223,270,168,96
,Actinidia01144.t1	778,1109,686,344
,Actinidia01145.t1	547,580,428,724
,Actinidia01146.t1	41,34,35,62
,Actinidia01147.t1	2432,3464,2211,1708
,Actinidia01148.t1	2172,2807,1714,1872
,Actinidia01149.t1	1483,2003,1333,890
,Actinidia01150.t1	64,154,63,27
,Actinidia01151.t1	75,134,79,79
,Actinidia01152.t1	74,113,74,55
,Actinidia01153.t1	54,74,43,37
,Actinidia01154.t1	0,0,0,3
,Actinidia01155.t1	0,0,0,0
,Actinidia01156.t1	25,20,21,0
,Actinidia01157.t1	0,0,0,0
,Actinidia01158.t1	0,0,0,0
,Actinidia01159.t1	0,0,0,0
,Actinidia01160.t1	2018,2587,1794,1222
,Actinidia01161.t1	513,673,423,165
,Actinidia01162.t1	0,0,0,0
,Actinidia01163.t1	0,0,0,0
,Actinidia01164.t1	11669,15143,11052,10453
,Actinidia01165.t1	731,872,659,658
,Actinidia01166.t1	505,520,384,211
,Actinidia01167.t1	1927,2844,1677,958
,Actinidia01168.t1	558,816,535,420
,Actinidia01169.t1	16857,25724,16346,14044
,Actinidia01170.t1	8161,10969,8366,1206
,Actinidia01171.t1	59,21,20,219
,Actinidia01172.t1	1,4,0,1
,Actinidia01173.t1	38,96,47,80
,Actinidia01174.t1	0,0,0,0
,Actinidia01175.t1	0,0,0,0
,Actinidia01176.t1	7,0,4,3
,Actinidia01177.t1	276,314,197,171
,Actinidia01178.t1	1,2,3,5
,Actinidia01179.t1	1165,1510,1016,1208
,Actinidia01180.t1	786,1493,790,1376
,Actinidia01181.t1	1539,2144,1249,844
,Actinidia01182.t1	10834,12396,8383,1610
,Actinidia01183.t1	2682,3465,2383,1972
,Actinidia01184.t1	0,0,0,0
,Actinidia01185.t1	0,2,0,0
,Actinidia01186.t1	0,0,0,0
,Actinidia01187.t1	72,90,46,21
,Actinidia01188.t1	50,108,45,46
,Actinidia01189.t2	1450,1800,1613,824
,Actinidia01190.t1	1554,1968,1511,835
,Actinidia01191.t1	1410,1745,1299,735
,Actinidia01192.t1	2871,3720,2673,3378
,Actinidia01193.t1	438,488,345,22
,Actinidia01194.t1	516,673,402,486
,Actinidia01195.t1	208,246,172,212
,Actinidia01196.t1	731,800,570,589
,Actinidia01197.t1	2213,4619,2710,1778
,Actinidia01198.t1	832,1027,823,669
,Actinidia01199.t1	699,868,613,134
,Actinidia01200.t1	2816,3542,2414,1753
,Actinidia01201.t1	3241,3686,2645,2014
,Actinidia01202.t1	385,604,380,321
,Actinidia01203.t1	338,499,341,219
,Actinidia01204.t1	2,0,1,7
,Actinidia01205.t1	13797,18675,12200,6469
,Actinidia01206.t1	8,12,3,10
,Actinidia01207.t1	2156,2514,1571,1040
,Actinidia01208.t1	5860,7875,5392,3598
,Actinidia01209.t1	0,8,0,0
,Actinidia01210.t1	8,3,11,0
,Actinidia01211.t1	2231,4531,2274,481
,Actinidia01212.t2	1237,1746,1439,737
,Actinidia01213.t1	5544,8337,5062,3545
,Actinidia01214.t1	6,6,9,48
,Actinidia01215.t1	244,327,208,821
,Actinidia01216.t1	481,704,617,885
,Actinidia01217.t1	2728,3708,2179,2049
,Actinidia01218.t1	2161,2714,1832,1367
,Actinidia01219.t1	1,2,1,2
,Actinidia01220.t1	0,0,0,0
,Actinidia01221.t1	3949,4640,3578,1787
,Actinidia01222.t1	1385,1596,1103,244
,Actinidia01223.t1	249,379,275,115
,Actinidia01224.t1	31,76,30,1
,Actinidia01225.t1	38,59,51,783
,Actinidia01226.t1	282,449,348,69
,Actinidia01227.t1	3,5,3,2
,Actinidia01228.t2	11,12,9,1571
,Actinidia01229.t1	10331,13556,9334,9233
,Actinidia01230.t1	360,428,349,234
,Actinidia01231.t1	513,631,475,423
,Actinidia01232.t1	1427,2072,1383,1276
,Actinidia01233.t1	1237,1801,1009,1776
,Actinidia01234.t1	923,1258,809,1312
,Actinidia01235.t1	2449,3263,2233,1200
,Actinidia01236.t1	3319,4138,2744,2057
,Actinidia01237.t1	790,995,708,87
,Actinidia01238.t1	2267,2816,1870,399
,Actinidia01239.t1	589,833,568,55
,Actinidia01240.t1	370,658,408,54
,Actinidia01241.t1	1721,2131,1593,115
,Actinidia01242.t1	0,1,0,0
,Actinidia01243.t1	64,82,49,36
,Actinidia01244.t1	157,188,126,68
,Actinidia01245.t1	910,1075,682,567
,Actinidia01246.t1	418,580,386,260
,Actinidia01247.t1	5865,8059,5264,4444
,Actinidia01248.t1	142,257,156,219
,Actinidia01249.t1	1,4,2,0
,Actinidia01250.t1	1645,2216,1472,1183
,Actinidia01251.t1	33,44,33,25
,Actinidia01252.t2	6431,7942,5490,5832
,Actinidia01253.t1	529,711,601,418
,Actinidia01254.t1	60,80,43,62
,Actinidia01255.t1	4242,5581,3653,3707
,Actinidia01256.t2	1880,2558,1776,938
,Actinidia01257.t1	1170,1723,1373,141
,Actinidia01258.t1	209,292,183,111
,Actinidia01259.t1	423,674,424,225
,Actinidia01260.t2	4817,5718,4340,4040
,Actinidia01261.t1	1097,1350,973,762
,Actinidia01262.t1	375,464,304,240
,Actinidia01263.t1	1707,2318,1537,1665
,Actinidia01264.t1	509,683,386,263
,Actinidia01265.t1	933,1265,848,249
,Actinidia01266.t1	597,787,514,668
,Actinidia01267.t1	5680,6911,5206,3991
,Actinidia01268.t1	280,407,231,188
,Actinidia01269.t1	355,485,333,152
,Actinidia01270.t1	338,362,267,218
,Actinidia01271.t1	9188,11446,7778,4757
,Actinidia01272.t1	843,1136,868,914
,Actinidia01273.t1	3607,4453,3107,3224
,Actinidia01274.t1	339,376,305,185
,Actinidia01275.t1	896,1127,903,1002
,Actinidia01276.t1	835,1081,722,724
,Actinidia01277.t1	320,469,229,140
,Actinidia01278.t1	464,747,558,383
,Actinidia01279.t1	3691,4669,3430,2066
,Actinidia01280.t1	2936,3840,2667,2294
,Actinidia01281.t1	1429,2057,1100,1107
,Actinidia01282.t1	9318,12171,7713,19254
,Actinidia01283.t1	952,1219,865,622
,Actinidia01284.t1	1684,2349,1693,251
,Actinidia01285.t1	1325,1621,1126,846
,Actinidia01286.t1	872,1162,861,632
,Actinidia01287.t1	435,589,306,276
,Actinidia01288.t1	357,466,281,219
,Actinidia01289.t1	7,13,11,4
,Actinidia01290.t1	4860,5841,4152,2102
,Actinidia01291.t1	0,0,0,0
,Actinidia01292.t1	2164,3161,2089,6396
,Actinidia01293.t1	71,101,65,27
,Actinidia01294.t1	108,172,80,92
,Actinidia01295.t1	4032,4748,3076,1174
,Actinidia01296.t1	1630,2083,1503,1354
,Actinidia01297.t1	7,7,1,0
,Actinidia01298.t2	6,9,5,2
,Actinidia01299.t1	932,1265,703,544
,Actinidia01300.t1	325,466,350,403
,Actinidia01301.t1	325,533,368,419
,Actinidia01302.t1	2718,3377,2219,2797
,Actinidia01303.t1	5772,7286,5183,3228
